Date,Open,High,Low,Close,Volume,Tomorrow,Target,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
1994-03-16,467.04,469.85,465.48,469.42,170911111.0,470.9,1,1.0025736040067064,1.0,1.00554375021421,3.0,0.997668168678224,34.0,1.0254556442265288,132.0,1.166861926666474,517.0
1994-03-17,469.42,471.05,468.62,470.9,168850000.0,471.06,1,1.0015739322783734,2.0,1.0056980300363922,4.0,1.0006151583953184,35.0,1.028489755944994,133.0,1.1701632572812533,518.0
1994-03-18,470.89,471.09,467.83,471.06,256800000.0,468.54,0,1.0001698585927217,2.0,1.0040583515930737,4.0,1.0008225812905425,35.0,1.0286326108462678,134.0,1.170181870050789,519.0
1994-03-21,471.06,471.06,467.23,468.54,137433333.0,468.8,1,0.9973180076628352,1.0,0.9981976454346742,3.0,0.9954276556546336,34.0,1.0229720028715004,133.0,1.163550517261456,519.0
1994-03-22,468.4,470.47,467.88,468.8,156800000.0,468.54,0,1.000277380672968,1.0,0.9979903947682142,4.0,0.9960414011577282,34.0,1.0233518054737447,134.0,1.16382789150284,519.0
1994-03-23,468.89,470.38,468.52,468.54,156388889.0,464.35,0,0.9997226193270318,1.0,0.997810753714052,3.0,0.9955735994013613,33.0,1.0226255744657111,133.0,1.162817333617217,518.0
1994-03-24,468.57,468.57,462.41,464.35,168744444.0,460.58,0,0.9955085808616236,0.0,0.9916541735538956,2.0,0.9868882468874818,33.0,1.0133710418951398,132.0,1.1520685877155028,518.0
1994-03-25,464.35,465.29,460.58,460.58,138688889.0,460.0,0,0.9959240158714712,0.0,0.9880256219940708,1.0,0.9791553727265964,33.0,1.0050654355251547,132.0,1.1423856270039745,517.0
1994-03-28,460.58,461.12,456.1,460.0,159638889.0,452.48,0,0.9993699624149992,0.0,0.9904102451480664,1.0,0.9781458819526768,33.0,1.0037147920852811,132.0,1.1406209590093064,516.0
1994-03-29,460.0,460.32,452.43,452.48,169644444.0,445.55,0,0.9917587234788708,0.0,0.9811140744595502,0.0,0.962597447355293,33.0,0.9872106821222622,132.0,1.1216744600665003,516.0
1994-03-30,452.48,452.49,445.55,445.55,216955556.0,445.77,1,0.9922831085821188,0.0,0.9758164838630552,0.0,0.9485724221010668,32.0,0.9720633084946486,131.0,1.1042084007917388,516.0
1994-03-31,445.55,447.16,436.16,445.77,224211111.0,438.92,0,1.000246824933806,1.0,0.9843091707222285,1.0,0.9497748092456936,32.0,0.9725041612365954,132.0,1.1044588876161237,517.0
1994-04-04,445.66,445.66,435.86,438.92,191327778.0,448.29,1,0.9922571748296012,1.0,0.9785439109652564,1.0,0.9361173623125248,32.0,0.9575918497963994,131.0,1.0872074262816418,517.0
1994-04-05,439.14,448.29,439.14,448.29,203327778.0,448.05,0,1.0105611974617057,1.0,1.0046794949372704,2.0,0.9568364569296596,32.0,0.9779793322592992,132.0,1.1100945953926953,518.0
1994-04-06,448.29,449.63,444.98,448.05,167777778.0,450.88,1,0.9997322444608072,1.0,1.0061394605179244,2.0,0.957251115778139,31.0,0.9774584831572156,131.0,1.109177034457938,518.0
1994-04-07,448.11,451.1,446.38,450.88,160711111.0,447.1,0,1.0031481872893329,1.0,1.0100765711879065,3.0,0.9640955243156788,32.0,0.98361811602575,131.0,1.1158545764899033,518.0
1994-04-08,450.89,450.89,445.51,447.1,146716667.0,449.87,1,0.9957905521281096,1.0,1.0010119825903174,2.0,0.9569360922505512,31.0,0.9753851276870976,131.0,1.1061871091124802,517.0
1994-04-11,447.12,450.34,447.1,449.87,135100000.0,447.57,0,1.0030881746323734,1.0,1.0022992705608704,3.0,0.9636416473466136,32.0,0.9814155193803552,132.0,1.1127080199691357,518.0
1994-04-12,449.83,450.8,447.33,447.57,143327778.0,446.26,0,0.9974371545730076,1.0,0.997494952016296,2.0,0.959651620539122,31.0,0.9764096189862356,131.0,1.1066995665630694,517.0
1994-04-13,447.63,448.57,442.62,446.26,154461111.0,446.38,1,0.9985343969211148,0.0,0.9953695442703688,2.0,0.9577682835746152,31.0,0.973561944334928,131.0,1.1031493596648836,516.0
1994-04-14,446.26,447.55,443.57,446.38,152850000.0,446.18,0,1.0001344326940311,1.0,0.9976398859278196,2.0,0.9589818525033864,31.0,0.9738128593386468,132.0,1.1031408524136772,516.0
1994-04-15,446.38,447.85,445.81,446.18,171972222.0,442.46,0,0.9997759254279824,1.0,0.9976031409585648,2.0,0.9595182838863452,30.0,0.9733548845189848,132.0,1.10234526437979,515.0
1994-04-18,446.27,447.87,441.48,442.46,150816667.0,442.54,1,0.995813827871804,0.0,0.9925746461179532,1.0,0.952628721463858,29.0,0.9652143266200116,132.0,1.092873526503492,514.0
1994-04-19,442.54,444.82,438.83,442.54,179600000.0,441.96,0,1.000090395480226,1.0,0.994999595290986,2.0,0.9539024736353332,30.0,0.9653424310905966,133.0,1.092795780732628,514.0
1994-04-20,442.54,445.01,439.4,441.96,203633333.0,448.73,1,0.999344262295082,1.0,0.9956206747404844,2.0,0.9536804536074464,30.0,0.9640064137966776,133.0,1.0910942480921095,513.0
1994-04-21,441.96,449.14,441.96,448.73,210427778.0,447.63,0,1.007600848780159,1.0,1.0098025537047624,2.0,0.96906240608134,31.0,0.9786816514976427,133.0,1.1075183001029305,513.0
1994-04-22,448.73,449.96,447.16,447.63,164283333.0,452.71,1,0.9987728144941764,1.0,1.0066702049187704,2.0,0.96757737830619,30.0,0.9762007052773676,132.0,1.1045203760358533,512.0
1994-04-25,447.64,452.71,447.58,452.71,145733333.0,451.87,0,1.0056423129040142,1.0,1.0134224582171143,3.0,0.9794169060888226,30.0,0.9871602658431252,132.0,1.116777680846149,512.0
1994-04-26,452.71,452.79,450.66,451.87,160066667.0,449.1,0,0.9990713922483364,1.0,1.007334254759463,2.0,0.9785462746976265,29.0,0.9852282266240776,131.0,1.1144385081602834,511.0
1994-04-28,451.84,452.23,447.97,449.1,180666667.0,450.91,1,0.9969255358114032,0.0,0.9979822580931896,2.0,0.9736902013073596,28.0,0.9791319958882996,130.0,1.1073479526933856,511.0
1994-04-29,449.07,451.35,447.91,450.91,163316667.0,453.02,1,1.0020110887656803,1.0,1.0010345348145386,2.0,0.9786297100529238,29.0,0.983019365640649,130.0,1.1115452727476616,512.0
1994-05-02,450.91,453.57,449.05,453.02,164516667.0,453.03,1,1.0023342515460267,2.0,1.003317667799133,3.0,0.9842408915568678,29.0,0.9875461324997328,130.0,1.1164754333014983,512.0
1994-05-03,453.06,453.98,450.51,453.03,160150000.0,451.72,0,1.0000110369184922,2.0,1.003197619058164,3.0,0.9852501365593848,30.0,0.9874838067739432,131.0,1.1162294109042183,512.0
1994-05-04,453.04,453.11,449.87,451.72,148855556.0,451.38,0,0.9985520862116608,1.0,1.0003631886189088,3.0,0.9830457327069666,30.0,0.984547581075658,131.0,1.1127447231027676,511.0
1994-05-05,451.72,452.82,450.72,451.38,142050000.0,447.82,0,0.999623518990145,0.0,0.9986018070316716,3.0,0.983032465029368,29.0,0.9837329476917688,130.0,1.1116526505372202,510.0
1994-05-06,451.37,451.37,445.64,447.82,162172222.0,442.32,0,0.9960409252669038,0.0,0.9920823050372845,2.0,0.9761023982609094,29.0,0.9759448829777098,129.0,1.1026447197803335,509.0
1994-05-09,447.82,447.82,441.84,442.32,139372222.0,446.01,1,0.993821196665693,0.0,0.9845655241800852,1.0,0.9651818517066488,28.0,0.9639794410331476,128.0,1.0888773755987389,509.0
1994-05-10,442.37,446.84,442.37,446.01,165366667.0,441.49,0,1.0041538617405694,1.0,0.9958914815228312,1.0,0.9740456859406428,29.0,0.971963873043618,129.0,1.0977141304907212,510.0
1994-05-11,446.03,446.03,440.78,441.49,154111111.0,443.75,1,0.9949070422535212,1.0,0.9903231016321076,1.0,0.9651823266704246,28.0,0.9620975116086286,128.0,1.0863734166302463,509.0
1994-05-12,441.5,444.8,441.5,443.75,151538889.0,444.14,1,1.0025529799828294,1.0,0.9988115549273204,2.0,0.9710600401407956,28.0,0.9669940260144164,128.0,1.09171191991964,509.0
1994-05-13,443.62,444.72,441.21,444.14,140038889.0,444.49,1,1.0004392435999956,2.0,1.0013482375964395,3.0,0.9729205176613018,28.0,0.967811665688991,129.0,1.092448564290047,509.0
1994-05-16,444.15,445.82,443.62,444.49,130388889.0,449.37,1,1.0003938647130977,2.0,1.00115772023713,4.0,0.9746942910574996,28.0,0.9686003429772216,129.0,1.0930907877941138,509.0
1994-05-17,444.49,449.37,443.7,449.37,172933333.0,453.69,1,1.005459467925626,2.0,1.010619636206617,4.0,0.9861511204483842,29.0,0.9792448981726516,129.0,1.1048689741742626,509.0
1994-05-18,449.39,454.45,448.87,453.69,187594444.0,456.48,1,1.0047837352999802,2.0,1.0147666678595713,5.0,0.9961415224006872,30.0,0.9885911840214692,130.0,1.1152518887675311,510.0
1994-05-19,453.69,456.88,453.0,456.48,168711111.0,454.92,0,1.0030653614159992,2.0,1.0152257169164254,5.0,1.0028170911830978,30.0,0.9945970857747604,130.0,1.121857824869854,511.0
1994-05-20,456.48,456.48,454.22,454.92,163988889.0,453.2,0,0.9982883475971032,1.0,1.0069279975209722,4.0,0.9999673945975412,30.0,0.991145660850923,129.0,1.1177718275650466,511.0
1994-05-23,454.92,454.92,451.79,453.2,138566667.0,454.81,1,0.998105977183632,0.0,0.9992679678611432,3.0,0.996590438053394,30.0,0.9874003187568762,128.0,1.1132871907072257,511.0
1994-05-24,453.21,456.77,453.21,454.81,155577778.0,456.34,1,1.0017731082256804,1.0,1.0004179314592403,3.0,1.000543745877449,30.0,0.9908873484332996,129.0,1.116986485841304,511.0
1994-05-25,454.84,456.34,452.2,456.34,141344444.0,457.06,1,1.0016791966196563,2.0,1.002614522684829,3.0,1.0043073076777769,30.0,0.994167452185456,130.0,1.1204961592547338,511.0
1994-05-26,456.33,457.77,455.79,457.06,142077778.0,457.33,1,1.000788263630392,2.0,1.0039405534346957,3.0,1.0061642400696518,31.0,0.995707994437664,130.0,1.1220101465008054,512.0
1994-05-27,457.03,457.33,454.67,457.33,103572222.0,456.5,0,1.0002952788197597,2.0,1.0034712165494968,4.0,1.0070349833437988,31.0,0.9962659795111616,130.0,1.1224127665402062,513.0
1994-05-31,457.32,457.61,455.16,456.5,120388889.0,457.63,1,0.9990917347865578,1.0,1.0002015740302537,4.0,1.0054475508046516,31.0,0.9944231269751772,130.0,1.1201184336921417,512.0
1994-06-01,456.5,458.29,453.99,457.63,155505556.0,457.65,1,1.0012361480314615,1.0,1.0014399131675462,4.0,1.0081995293467951,31.0,0.996818927165543,131.0,1.122613602839751,513.0
1994-06-02,457.62,458.5,457.26,457.65,150905556.0,460.13,1,1.00002185123678,2.0,1.0009098186049157,4.0,1.0085865206648392,31.0,0.9967759910564808,132.0,1.1223895888941873,513.0
1994-06-03,457.65,460.86,456.27,460.13,150827778.0,458.88,0,1.0027021726339649,2.0,1.004984186891719,4.0,1.014266253433203,32.0,1.0020428930892338,133.0,1.1281922651660066,513.0
1994-06-06,460.13,461.87,458.85,458.88,143933333.0,458.21,0,0.9986398406981426,1.0,1.0015758755713091,3.0,1.0118149445267222,31.0,0.999206696775259,132.0,1.124855973429396,512.0
1994-06-07,458.88,459.46,457.65,458.21,130377778.0,457.06,0,0.999269428300385,0.0,0.9993675027262812,3.0,1.0105489272249364,31.0,0.9976362936952766,132.0,1.122930680222838,512.0
1994-06-08,458.21,459.74,455.43,457.06,142222222.0,457.86,1,0.9987435401575492,0.0,0.9971072414951592,2.0,1.0083603499455625,30.0,0.9950475343868972,131.0,1.1198249166752603,512.0
1994-06-09,457.06,457.87,455.86,457.86,140483333.0,458.67,1,1.0008743933895858,1.0,0.9987609831860184,2.0,1.0104793888187975,30.0,0.9967010861529731,131.0,1.1214942557650125,513.0
1994-06-10,457.86,459.48,457.36,458.67,123600000.0,459.1,1,1.0008837681254297,2.0,1.001165592749751,2.0,1.0125776536921287,31.0,0.9983565545317252,132.0,1.1231934613376031,513.0
1994-06-13,458.67,459.36,457.18,459.1,135355556.0,462.37,1,1.000468526972989,2.0,1.0020079444759702,3.0,1.0139119347586354,31.0,0.9991909839412968,132.0,1.1239671639027873,513.0
1994-06-14,459.1,462.52,459.1,462.37,160305556.0,460.61,0,1.0035486776563534,2.0,1.007315712878966,4.0,1.0214543634991944,31.0,1.0061867088387224,132.0,1.1316836570556732,513.0
1994-06-15,462.38,463.23,459.95,460.61,149855556.0,461.93,1,0.9980931331123102,1.0,1.001931602142164,4.0,1.017957896148154,30.0,1.002208989501969,132.0,1.1270971142902804,512.0
1994-06-16,460.61,461.93,459.8,461.93,142438889.0,458.45,0,1.0014308322674357,1.0,1.0030269077770249,4.0,1.0211237379087,31.0,1.0049436798173248,132.0,1.1300456969705392,512.0
1994-06-17,461.93,462.16,458.44,458.45,207472222.0,455.48,0,0.9962189530411352,1.0,0.9955656124319204,3.0,1.0138175813888346,30.0,0.9972641744858384,132.0,1.1212504786011626,512.0
1994-06-20,458.45,458.45,454.46,455.48,127511111.0,451.34,0,0.996750298162879,0.0,0.9906735570983626,2.0,1.0077347870721087,30.0,0.9906976044119322,132.0,1.1137222449391329,511.0
1994-06-21,455.48,455.48,449.45,451.34,165961111.0,453.09,1,0.9954345956198584,0.0,0.9864018428103732,1.0,0.9990544539351576,30.0,0.981652532673974,131.0,1.1033515568626846,510.0
1994-06-22,451.4,453.91,451.4,453.09,139505556.0,449.63,0,1.0019349203365655,1.0,0.9934920558350034,2.0,1.0032053387378064,31.0,0.985411670628699,131.0,1.107368124784054,511.0
1994-06-23,453.09,454.16,449.43,449.63,142488889.0,442.8,0,0.9961671393123006,1.0,0.9912521660148416,1.0,0.9959255276380796,31.0,0.977905507920158,130.0,1.0986743897150022,510.0
1994-06-24,449.63,449.63,442.51,442.8,145144444.0,447.31,1,0.9923467386797844,0.0,0.9829777031886836,1.0,0.9811477671022276,31.0,0.9631169701645156,130.0,1.081780743027504,509.0
1994-06-27,442.78,447.76,439.83,447.31,138933333.0,446.07,0,1.0050667894979273,1.0,0.99660453530704,2.0,0.9910765225579528,32.0,0.972953751950323,131.0,1.0925853413302702,509.0
1994-06-28,447.36,448.47,443.08,446.07,148744444.0,447.63,1,0.9986120128053012,1.0,0.9961811603912636,2.0,0.9883181840841488,31.0,0.9702815045338532,131.0,1.0893513542383195,508.0
1994-06-29,446.05,449.83,446.04,447.63,146905556.0,444.27,0,1.0017455521987244,1.0,1.0021088545024714,2.0,0.9914556543811088,32.0,0.973659617663664,132.0,1.092947222293301,509.0
1994-06-30,447.63,448.61,443.66,444.27,163005556.0,446.2,1,0.9962327615203498,1.0,0.9969794621378048,2.0,0.9841596382383913,31.0,0.9663272569147636,132.0,1.084531368178541,509.0
1994-07-01,444.27,446.45,443.58,446.2,110572222.0,446.37,1,1.0021673947465943,1.0,0.9997848961227526,3.0,0.988502547133132,32.0,0.970496725541438,132.0,1.0890277766760856,509.0
